Date,High,Low,Open,Close,Volume,MMM,MMM_HL_pct_diff,MMM_daily_pct_chng
2014-10-01,141.6699981689453,138.72000122070312,141.16000366210938,139.17999267578122,2925900.0,122.00655364990234,0.02126583709834857,-0.014026713905927975
2014-10-02,139.32000732421878,137.94999694824222,138.57000732421878,138.66999816894528,3221300.0,121.55950927734376,0.009931209904198693,0.0007215908164928675
2014-10-03,140.44999694824222,138.57000732421878,139.33000183105472,140.16999816894528,3514100.0,122.8744125366211,0.013567074580754962,0.006028826001948309
2014-10-06,141.27999877929688,139.58999633789062,140.55000305175778,140.33999633789062,2464700.0,123.02344512939452,0.012106902254767894,-0.001494177938863678
2014-10-07,140.17999267578122,137.66000366210938,138.82000732421878,137.67999267578122,3144900.0,120.69166564941406,0.01830589093878884,-0.00821217827611127
2014-10-08,141.47999572753906,137.72000122070312,138.25,141.41000366210938,4135500.0,123.96142578125,0.02730173158225841,0.02285716934617993
2014-10-09,141.5,138.33000183105472,141.14999389648438,138.63999938964844,3768000.0,121.53324127197266,0.022916201308352965,-0.017782462737311204
2014-10-10,139.60000610351562,133.82000732421878,139.33000183105472,133.83000183105472,7366500.0,117.31673431396484,0.04319233644407955,-0.03947462806086124
2014-10-13,135.35000610351562,131.00999450683594,134.25999450683594,132.89999389648438,4583400.0,116.50147247314452,0.03312733210177511,-0.010129604245457623
2014-10-14,135.94000244140622,133.21000671386722,133.64999389648438,134.17999267578122,3644300.0,117.62351989746094,0.02049392380411022,0.0039655727908775315
2014-10-15,134.63999938964844,130.60000610351562,132.55999755859378,134.22000122070312,4794700.0,117.6585922241211,0.030934097223017355,0.012522659118001241
2014-10-16,135.97000122070312,132.75,133.41999816894528,135.05000305175778,3497200.0,118.3861846923828,0.024256129722810736,0.012217095676680188
2014-10-17,137.85000610351562,135.75,135.75,137.39999389648438,3746400.0,120.44621276855469,0.015469658221109576,0.012154651171155616
2014-10-20,137.75,136.75999450683594,137.14999389648438,137.60000610351562,2782500.0,120.62156677246094,0.007238999217088863,0.003281168261450323
2014-10-21,141.10000610351562,138.33999633789062,138.39999389648438,140.92999267578125,3078400.0,123.54065704345705,0.019950916861988143,0.018280338806872895
2014-10-22,141.08999633789062,138.69999694824222,140.89999389648438,138.94999694824222,4294300.0,121.80496978759766,0.017231430729881484,-0.013839581495473818
2014-10-23,147.9199981689453,141.9199981689453,141.9199981689453,145.0500030517578,7424400.0,127.15225219726562,0.04227733989157357,0.022054713382158163
2014-10-24,148.7899932861328,144.80999755859375,145.0,148.58999633789062,4480900.0,130.2554931640625,0.027484260718453894,0.024758595433728447
2014-10-27,149.7100067138672,147.33999633789062,148.08999633789062,149.55999755859375,2840000.0,131.10578918457028,0.016085315833329363,0.009926404598924332
2014-10-28,151.1300048828125,149.55999755859375,149.8300018310547,151.05999755859375,2358800.0,132.42071533203122,0.010497508356829584,0.008209275262013153
2014-10-29,151.72999572753906,150.1999969482422,151.38999938964844,151.00999450683594,2060600.0,132.37687683105472,0.010186410188970253,-0.0025101055838862994
2014-10-30,152.39999389648438,150.0,150.49000549316406,152.10000610351562,1836500.0,133.33238220214844,0.015999959309895832,0.010698388940019649
2014-10-31,154.44000244140625,153.08999633789062,153.8300018310547,153.77000427246094,3016300.0,134.79635620117188,0.008818382231429259,-0.0003900250788506322
2014-11-03,154.38999938964844,152.97999572753906,153.13999938964844,153.3000030517578,2367500.0,134.38430786132812,0.009216915292772163,0.001044819529496423
2014-11-04,155.22999572753906,153.24000549316406,153.9199981689453,155.0500030517578,3128600.0,135.91836547851562,0.01298610129887898,0.00734150790186592
2014-11-05,156.24000549316406,154.13999938964844,155.67999267578125,155.69000244140625,2770400.0,136.47940063476562,0.013624017852803072,6.429705868400388e-05
2014-11-06,156.67999267578125,155.2100067138672,155.69000244140625,156.0500030517578,2067200.0,136.79496765136722,0.00947094838172394,0.002312291121499907
2014-11-07,156.6199951171875,155.47999572753906,156.14999389648438,156.5500030517578,1882800.0,137.23326110839844,0.007332129026078418,0.0025616981806519524
2014-11-10,157.7100067138672,156.0500030517578,156.25,157.66000366210938,1463500.0,138.20635986328122,0.01063763940817607,0.0090240234375
2014-11-11,158.0,156.64999389648438,157.9499969482422,157.11000061035156,1806600.0,137.72422790527344,0.008617977377054482,-0.005318115568978953
2014-11-12,157.8699951171875,156.5,156.64999389648438,157.67999267578125,1500700.0,138.223876953125,0.00875396241014377,0.006575160034653476
2014-11-13,159.07000732421875,157.47999572753906,158.0,158.35000610351562,2375100.0,138.81118774414062,0.010096594106026108,0.0022152285032634492
2014-11-14,158.8800048828125,157.7100067138672,158.52999877929688,158.85000610351562,1786300.0,139.24949645996094,0.007418667929347291,0.0020185916021122252
2014-11-17,159.16000366210938,158.08999633789062,158.08999633789062,158.69000244140625,1674300.0,139.10920715332028,0.0067683430261570145,0.0037953451667695243
2014-11-18,160.4600067138672,158.85000610351562,158.8800048828125,160.14999389648438,2311400.0,140.38906860351562,0.010135351265283523,0.007993384785005513
2014-11-19,159.41000366210938,157.97000122070312,159.3300018310547,158.8300018310547,2314700.0,139.979248046875,0.00911567025561007,-0.003138140929227969
2014-11-20,159.5500030517578,157.83999633789062,158.19000244140625,159.36000061035156,1749000.0,140.44635009765622,0.01083379848924064,0.007396157474481873
2014-11-21,160.86000061035156,159.58999633789062,160.30999755859375,160.16000366210938,2472000.0,141.1514129638672,0.007957919052595448,-0.0009356490472751197
2014-11-24,160.55999755859375,159.41000366210938,160.16000366210938,159.8800048828125,2358200.0,140.90464782714844,0.007214063547240984,-0.0017482440865048323
2014-11-25,159.67999267578125,158.05999755859375,159.0,158.05999755859375,3646300.0,139.30067443847656,0.01024924169435697,-0.005911965040290881
2014-11-26,158.4499969482422,157.5,157.97000122070312,158.30999755859375,1823200.0,139.52098083496094,0.006031726655505953,0.0021522842011984867
2014-11-28,160.82000732421875,158.8000030517578,159.5800018310547,160.08999633789062,1565500.0,141.08978271484375,0.012720429682879513,0.003195854749869361
2014-12-01,159.50999450683594,157.86000061035156,158.35000610351562,158.16000366210938,2502100.0,139.3887939453125,0.010452260801373504,-0.0011998890690414167
2014-12-02,160.77999877929688,158.5399932861328,158.77999877929688,160.60000610351562,2504400.0,141.5392303466797,0.01412896170066882,0.011462447022364245
2014-12-03,162.44000244140625,160.1699981689453,161.10000610351562,162.25999450683594,3038800.0,143.00216674804688,0.014172468617166152,0.007200424328816946
2014-12-04,162.9199981689453,160.89999389648438,162.0,162.25999450683594,2164200.0,143.00216674804688,0.012554408633231614,0.0016049043631847994
2014-12-05,162.89999389648438,161.8800048828125,162.39999389648438,162.27000427246094,1722600.0,143.01100158691406,0.006300895619630487,-0.0008004287494388355
2014-12-08,162.8000030517578,160.10000610351562,162.10000610351562,160.92999267578125,1898300.0,141.83004760742188,0.016864440008181228,-0.0072178493749544635
2014-12-09,161.10000610351562,159.11000061035156,159.88999938964844,160.8300018310547,2043100.0,141.74191284179688,0.012507105056441025,0.005879057132994819
2014-12-10,160.80999755859375,157.6999969482422,160.7100067138672,158.24000549316406,3243700.0,139.45932006835938,0.019720993472005444,-0.015369305690471333
2014-12-11,160.22000122070312,158.4199981689453,159.17999267578125,159.14999389648438,2437300.0,140.26129150390622,0.011362221137246943,-0.00018845822764910344
2014-12-12,158.99000549316406,157.1199951171875,158.55999755859375,157.1199951171875,2820600.0,138.47219848632812,0.011901797569315227,-0.009081751157785659
2014-12-15,158.44000244140625,155.58999633789062,158.1199951171875,156.85000610351562,2609300.0,138.23426818847656,0.018317412241120844,-0.00803180529275028
2014-12-16,161.44000244140625,157.0800018310547,157.25999450683594,159.0500030517578,3380800.0,140.17315673828122,0.027756560730378035,0.011382478745057219
2014-12-17,160.88999938964844,157.77999877929688,159.2899932861328,160.60000610351562,3942600.0,141.5392303466797,0.01971099400692632,0.008224074785599588
2014-12-18,165.3000030517578,162.0,162.39999389648438,165.3000030517578,3359800.0,145.68141174316406,0.020370389208381558,0.017857199903110445
2014-12-19,166.08999633789062,164.36000061035156,164.77999877929688,165.47999572753906,4891300.0,145.8400115966797,0.010525649313182745,0.004248069871512439
2014-12-22,167.30999755859375,166.13999938964844,166.22000122070312,167.27000427246094,2081600.0,147.41758728027344,0.007042242525843001,0.006316947684073485
2014-12-23,168.16000366210938,166.8699951171875,168.02000427246094,166.8699951171875,2190200.0,147.0650634765625,0.00773062013944414,-0.006844477598087575
2014-12-24,167.61000061035156,166.1699981689453,166.1699981689453,166.9600067138672,981600.0,147.14437866210938,0.008665838943695462,0.004754218894066979
2014-12-26,167.80999755859375,166.14999389648438,167.33999633789062,166.25999450683594,1607400.0,146.52745056152344,0.009990994421243248,-0.006453937221762349
2014-12-29,167.1199951171875,165.80999755859375,166.3000030517578,166.7100067138672,1215700.0,146.9240264892578,0.00790059452314282,0.002465445908511312
2014-12-30,166.74000549316406,165.27999877929688,166.5500030517578,165.83999633789062,1180700.0,146.15728759765625,0.008833535362114665,-0.004263024322170338
2014-12-31,167.1699981689453,164.1999969482422,166.0,164.32000732421875,1623700.0,144.8177032470703,0.018087705699771146,-0.010120437805911145
