Date,High,Low,Open,Close,Volume,MMM
2014-10-01,141.6699981689453,138.72000122070312,141.16000366210938,139.17999267578122,2925900.0,122.00655364990234
2014-10-02,139.32000732421878,137.94999694824222,138.57000732421878,138.66999816894528,3221300.0,121.55950927734376
2014-10-03,140.44999694824222,138.57000732421878,139.33000183105472,140.16999816894528,3514100.0,122.8744125366211
2014-10-06,141.27999877929688,139.58999633789062,140.55000305175778,140.33999633789062,2464700.0,123.02344512939452
2014-10-07,140.17999267578122,137.66000366210938,138.82000732421878,137.67999267578122,3144900.0,120.69166564941406
2014-10-08,141.47999572753906,137.72000122070312,138.25,141.41000366210938,4135500.0,123.96142578125
2014-10-09,141.5,138.33000183105472,141.14999389648438,138.63999938964844,3768000.0,121.53324127197266
2014-10-10,139.60000610351562,133.82000732421878,139.33000183105472,133.83000183105472,7366500.0,117.31673431396484
2014-10-13,135.35000610351562,131.00999450683594,134.25999450683594,132.89999389648438,4583400.0,116.50147247314452
2014-10-14,135.94000244140622,133.21000671386722,133.64999389648438,134.17999267578122,3644300.0,117.62351989746094
2014-10-15,134.63999938964844,130.60000610351562,132.55999755859378,134.22000122070312,4794700.0,117.6585922241211
2014-10-16,135.97000122070312,132.75,133.41999816894528,135.05000305175778,3497200.0,118.3861846923828
2014-10-17,137.85000610351562,135.75,135.75,137.39999389648438,3746400.0,120.44621276855469
2014-10-20,137.75,136.75999450683594,137.14999389648438,137.60000610351562,2782500.0,120.62156677246094
2014-10-21,141.10000610351562,138.33999633789062,138.39999389648438,140.92999267578125,3078400.0,123.54065704345705
2014-10-22,141.08999633789062,138.69999694824222,140.89999389648438,138.94999694824222,4294300.0,121.80496978759766
2014-10-23,147.9199981689453,141.9199981689453,141.9199981689453,145.0500030517578,7424400.0,127.15225219726562
2014-10-24,148.7899932861328,144.80999755859375,145.0,148.58999633789062,4480900.0,130.2554931640625
2014-10-27,149.7100067138672,147.33999633789062,148.08999633789062,149.55999755859375,2840000.0,131.10578918457028
2014-10-28,151.1300048828125,149.55999755859375,149.8300018310547,151.05999755859375,2358800.0,132.42071533203122
2014-10-29,151.72999572753906,150.1999969482422,151.38999938964844,151.00999450683594,2060600.0,132.37687683105472
2014-10-30,152.39999389648438,150.0,150.49000549316406,152.10000610351562,1836500.0,133.33238220214844
2014-10-31,154.44000244140625,153.08999633789062,153.8300018310547,153.77000427246094,3016300.0,134.79635620117188
2014-11-03,154.38999938964844,152.97999572753906,153.13999938964844,153.3000030517578,2367500.0,134.38430786132812
2014-11-04,155.22999572753906,153.24000549316406,153.9199981689453,155.0500030517578,3128600.0,135.91836547851562
2014-11-05,156.24000549316406,154.13999938964844,155.67999267578125,155.69000244140625,2770400.0,136.47940063476562
2014-11-06,156.67999267578125,155.2100067138672,155.69000244140625,156.0500030517578,2067200.0,136.79496765136722
2014-11-07,156.6199951171875,155.47999572753906,156.14999389648438,156.5500030517578,1882800.0,137.23326110839844
2014-11-10,157.7100067138672,156.0500030517578,156.25,157.66000366210938,1463500.0,138.20635986328122
2014-11-11,158.0,156.64999389648438,157.9499969482422,157.11000061035156,1806600.0,137.72422790527344
2014-11-12,157.8699951171875,156.5,156.64999389648438,157.67999267578125,1500700.0,138.223876953125
2014-11-13,159.07000732421875,157.47999572753906,158.0,158.35000610351562,2375100.0,138.81118774414062
2014-11-14,158.8800048828125,157.7100067138672,158.52999877929688,158.85000610351562,1786300.0,139.24949645996094
2014-11-17,159.16000366210938,158.08999633789062,158.08999633789062,158.69000244140625,1674300.0,139.10920715332028
2014-11-18,160.4600067138672,158.85000610351562,158.8800048828125,160.14999389648438,2311400.0,140.38906860351562
2014-11-19,159.41000366210938,157.97000122070312,159.3300018310547,158.8300018310547,2314700.0,139.979248046875
2014-11-20,159.5500030517578,157.83999633789062,158.19000244140625,159.36000061035156,1749000.0,140.44635009765622
2014-11-21,160.86000061035156,159.58999633789062,160.30999755859375,160.16000366210938,2472000.0,141.1514129638672
2014-11-24,160.55999755859375,159.41000366210938,160.16000366210938,159.8800048828125,2358200.0,140.90464782714844
2014-11-25,159.67999267578125,158.05999755859375,159.0,158.05999755859375,3646300.0,139.30067443847656
2014-11-26,158.4499969482422,157.5,157.97000122070312,158.30999755859375,1823200.0,139.52098083496094
2014-11-28,160.82000732421875,158.8000030517578,159.5800018310547,160.08999633789062,1565500.0,141.08978271484375
2014-12-01,159.50999450683594,157.86000061035156,158.35000610351562,158.16000366210938,2502100.0,139.3887939453125
2014-12-02,160.77999877929688,158.5399932861328,158.77999877929688,160.60000610351562,2504400.0,141.5392303466797
2014-12-03,162.44000244140625,160.1699981689453,161.10000610351562,162.25999450683594,3038800.0,143.00216674804688
2014-12-04,162.9199981689453,160.89999389648438,162.0,162.25999450683594,2164200.0,143.00216674804688
2014-12-05,162.89999389648438,161.8800048828125,162.39999389648438,162.27000427246094,1722600.0,143.01100158691406
2014-12-08,162.8000030517578,160.10000610351562,162.10000610351562,160.92999267578125,1898300.0,141.83004760742188
2014-12-09,161.10000610351562,159.11000061035156,159.88999938964844,160.8300018310547,2043100.0,141.74191284179688
2014-12-10,160.80999755859375,157.6999969482422,160.7100067138672,158.24000549316406,3243700.0,139.45932006835938
2014-12-11,160.22000122070312,158.4199981689453,159.17999267578125,159.14999389648438,2437300.0,140.26129150390622
2014-12-12,158.99000549316406,157.1199951171875,158.55999755859375,157.1199951171875,2820600.0,138.47219848632812
2014-12-15,158.44000244140625,155.58999633789062,158.1199951171875,156.85000610351562,2609300.0,138.23426818847656
2014-12-16,161.44000244140625,157.0800018310547,157.25999450683594,159.0500030517578,3380800.0,140.17315673828122
2014-12-17,160.88999938964844,157.77999877929688,159.2899932861328,160.60000610351562,3942600.0,141.5392303466797
2014-12-18,165.3000030517578,162.0,162.39999389648438,165.3000030517578,3359800.0,145.68141174316406
2014-12-19,166.08999633789062,164.36000061035156,164.77999877929688,165.47999572753906,4891300.0,145.8400115966797
2014-12-22,167.30999755859375,166.13999938964844,166.22000122070312,167.27000427246094,2081600.0,147.41758728027344
2014-12-23,168.16000366210938,166.8699951171875,168.02000427246094,166.8699951171875,2190200.0,147.0650634765625
2014-12-24,167.61000061035156,166.1699981689453,166.1699981689453,166.9600067138672,981600.0,147.14437866210938
2014-12-26,167.80999755859375,166.14999389648438,167.33999633789062,166.25999450683594,1607400.0,146.52745056152344
2014-12-29,167.1199951171875,165.80999755859375,166.3000030517578,166.7100067138672,1215700.0,146.9240264892578
2014-12-30,166.74000549316406,165.27999877929688,166.5500030517578,165.83999633789062,1180700.0,146.15728759765625
